name,rate,t_collection,cam_t_selection,cam_max,ctm_t_selection
NBC,,40.49576425552368,38.15232872962952,70,
SNAC,,40.49576425552368,19.418312072753906,67,
NAC,,15.894343137741089,6.711463928222656,24,
TKNC,,17.476184606552124,50.10623836517334,94,
LSC,,379.2377495765686,0.09191417694091797,686,
DeepSpace_cam,0.33007812500000006,0.0,46.52044677734375,3243,
