name,rate,t_collection,cam_t_selection,cam_max,ctm_t_selection
NBC,0.23209169054441262,277.0069715976715,43.43792700767517,140,
SNAC,0.30659025787965616,277.0069715976715,14.277813196182251,86,
NAC,0.3825214899713467,76.39993858337402,3.131657600402832,20,
TKNC,0.5730659025787965,77.21058917045593,41.29044961929321,125,
LSC,0.528,30.69316601753235,0.0233457088470459,528,
DeepSpace_cam,0.18473307291666666,0.0,25.740058660507202,1700,
