name,method,time,all,bim,pgd,jsma,ead,fgsm
NBC,cam,14.550219297409058,0.7354220560519025,0.7850000057369471,0.7962499856948853,0.7046535015106201,0.6650000214576721,0.7261815667152405
SNAC,cam,15.25104808807373,0.737322490545921,0.7867499981075525,0.7978749871253967,0.7092819809913635,0.6735000014305115,0.7191798090934753
NAC,cam,14.700361728668213,0.7593268564669415,0.8097500000149012,0.8178750276565552,0.7378033399581909,0.6776250004768372,0.753563404083252
TKNC,cam,14.74432373046875,0.7675285151926801,0.8212500009685755,0.827875018119812,0.7353014945983887,0.699874997138977,0.7533133029937744
LSC,cam,14.577435970306396,0.7615523150889203,0.8097500000149012,0.8188750147819519,0.7311733961105347,0.6990000009536743,0.7489372491836548
DeepSpace,cam,14.75796127319336,0.7444239071337506,0.7972500119358301,0.8046249747276306,0.7101576328277588,0.6777499914169312,0.7323080897331238
Random,ALL,14.730287790298462,0.7510251811472699,0.807000020518899,0.8171250224113464,0.7096572518348694,0.6762499809265137,0.7450612783432007
