acc_1000,acc_2000,acc_3000,acc_4000,acc_5000,acc_6000,name,acc_total,p_acc_1000,p_acc_2000,p_acc_3000,p_acc_4000,p_acc_5000,p_acc_6000
0.014199972152709961,0.0214499831199646,0.02529996633529663,0.03192496299743652,0.036974966526031494,0.04182499647140503,KMNC_cam,0.05882495641708374,0.24139,0.36464,0.43009,0.54271,0.62856,0.71101
0.016499996185302734,0.023374974727630615,0.025599956512451172,0.029249966144561768,0.03229999542236328,0.034150004386901855,NBC_cam,0.05882495641708374,0.28049,0.39736,0.43519,0.49724,0.54909,0.58054
0.014549970626831055,0.021549999713897705,0.026775002479553223,0.029150009155273438,0.0340999960899353,0.036125004291534424,SNAC_cam,0.05882495641708374,0.24734,0.36634,0.45516,0.49554,0.57969,0.61411
0.013049960136413574,0.021574974060058594,0.02544999122619629,0.030924975872039795,0.03279995918273926,0.035474956035614014,NAC_cam,0.05882495641708374,0.22184,0.36677,0.43264,0.52571,0.55759,0.60306
0.01519995927810669,0.021399974822998047,0.027324974536895752,0.029124975204467773,0.03412497043609619,0.03737497329711914,TKNC_cam,0.05882495641708374,0.25839,0.36379,0.46451,0.49511,0.58011,0.63536
0.024100005626678467,0.02757495641708374,0.032674968242645264,0.03307497501373291,0.03632497787475586,0.040274977684020996,LSC_cam,0.05882495641708374,0.40969,0.46876,0.55546,0.56226,0.61751,0.68466
0.031699955463409424,0.04144996404647827,0.04657500982284546,0.048349976539611816,0.05019998550415039,0.05057495832443237,DeepSpace_cam,0.05882495641708374,0.53889,0.70463,0.79176,0.82193,0.85338,0.85975
0.014199972152709961,0.02219998836517334,0.02665001153945923,0.029199957847595215,0.03560000658035278,0.034399986267089844,Random_ALL,0.05882495641708374,0.24139,0.37739,0.45304,0.49639,0.60519,0.58479
