name,method,time,rate,cam_max,all,acc_total,p_acc_max
DeepSpace,cam,56.81213665008545,0.4721571180555556,6544,0.8166650563944131,0.9151273400057108,0.89241
NBC,cam,104.72872924804688,0.2926356589147287,73,0.6190677315462381,0.9151273400057108,0.67648
SNAC,cam,81.52032709121704,0.8992248062015504,73,0.6412974626291543,0.9151273400057108,0.70077
NAC,cam,28.500795364379883,0.9069767441860465,16,0.6236232549417764,0.9151273400057108,0.68146
TKNC,cam,100.51349067687988,0.8875968992248062,120,0.6116290122736245,0.9151273400057108,0.66835
LSC,cam,312.77210545539856,0.377,416,0.6531186730135232,0.9151273400057108,0.71369
