name,rate,t_collection,cam_t_selection,cam_max,ctm_t_selection
NBC,0.2926356589147287,53.07343816757202,51.65529108047485,73,
SNAC,0.5736434108527132,53.07343816757202,28.44688892364502,73,
NAC,0.9069767441860465,22.56877613067627,5.932019233703613,16,
TKNC,0.8875968992248062,17.184022665023804,83.32946801185608,120,
LSC,0.416,312.73746967315674,0.03463578224182129,416,
DeepSpace_cam,0.47215711805555555,0.0,56.81213665008545,6544,
