comb_name,comb_num,data_select_time,sp_time,sp_c_1,sp_c_2,sp_c_3,sp_c_4,nac_time,nbc_time,snac_time,kmnc_time,tknc_time,lsc_time,cov_nac,cov_nbc,cov_snac,cov_tknc,cov_kmnc,cov_lsc
,0,0.0,13.05106782913208,0.98056,0.67431,0.37374,0.16693,46.32531547546387,263.494980096817,262.3255877494812,232.96604657173157,44.151193141937256,150.93113589286804,0.9384148025407346,0.07774095553714444,0.13974040320353492,0.35294117647058826,0.5802681579674123,0.488
SF,1,0.2518346309661865,12.674461841583252,0.96597,0.67465,0.38025,0.17241,40.87567090988159,40.3030800819397,39.47380304336548,44.07235646247864,42.817349910736084,148.96587705612183,0.9374482187241093,0.0763601215133941,0.1355979011322839,0.3534935100800884,0.5767731289698979,0.475
SF,1,0.18092989921569824,12.600507497787476,0.98819,0.69323,0.38490,0.17206,41.10563349723816,37.49325942993164,37.964176177978516,45.021687269210815,42.959805488586426,148.39786434173584,0.9382767191383595,0.07387462027064347,0.13145539906103287,0.3534935100800884,0.5766593482463408,0.466
SF,1,0.1577320098876953,13.609992504119873,0.97083,0.68559,0.38563,0.17371,40.64260387420654,37.963879108428955,37.79330062866211,44.75531983375549,44.02561140060425,147.35018229484558,0.9373101353217344,0.07470312068489368,0.13269814968240817,0.35252692626346316,0.5769120408726871,0.481
SF,1,0.22721004486083984,12.534972906112671,0.96944,0.68160,0.37964,0.17006,41.78885769844055,37.69136047363281,39.77729392051697,46.74096345901489,42.35086679458618,148.50236821174622,0.9381386357359845,0.0747721623860812,0.13394090030378347,0.35252692626346316,0.5768073736536868,0.473
SF,1,0.18552684783935547,12.834904193878174,0.98056,0.68698,0.38359,0.17177,41.256953954696655,38.49416160583496,36.46639823913574,44.51727271080017,43.314050912857056,151.29619312286377,0.9384148025407346,0.07629107981220658,0.13449323391328363,0.35294117647058826,0.5773428610880972,0.461
SF_ZM,2,0.2504270076751709,12.601094245910645,0.98056,0.69740,0.39197,0.17548,41.4484498500824,38.73659324645996,38.33500623703003,46.994205474853516,43.199604988098145,148.0257043838501,0.9377243855288594,0.07235570284451809,0.12827948080640708,0.35059375863021264,0.5742660867163767,0.466
SF_ZM,2,0.24164724349975586,13.05573582649231,0.98681,0.69774,0.39948,0.18009,40.996604681015015,37.83043313026428,38.03994059562683,45.06923484802246,45.02273488044739,147.23119711875916,0.9375863021264844,0.06745374206020437,0.1204087268710301,0.3528030930682132,0.5739743164871582,0.438
SF_ZM,2,0.260786771774292,12.88518738746643,0.98611,0.69427,0.39384,0.17729,40.404810428619385,37.85397720336914,38.02616763114929,43.952608585357666,43.75461483001709,145.92965006828308,0.9366197183098591,0.06952499309582988,0.1227561447114057,0.34990334161833747,0.5739040320353493,0.455
SF_ZM,2,0.3193967342376709,12.520233392715454,0.97569,0.69253,0.39761,0.18133,40.23408770561218,37.17868137359619,37.54707717895508,44.16910934448242,41.95317888259888,150.43591022491455,0.936067384700359,0.07035349351008009,0.12261806130903065,0.3528030930682132,0.5740608947804474,0.455
SF_ZM,2,0.2820136547088623,13.184550762176514,0.99583,0.70486,0.39874,0.17793,41.57013750076294,37.972275495529175,38.234962463378906,44.68434691429138,43.87404203414917,152.44944739341736,0.9377243855288594,0.07056061861364264,0.1231703949185308,0.35238884286108807,0.573440347970174,0.458
SF_ZM_BR,3,0.30670809745788574,12.82848834991455,0.97500,0.68663,0.38754,0.17745,42.86385655403137,38.70482897758484,37.39376187324524,45.39147996902466,43.90561389923096,146.08467507362366,0.9375863021264844,0.07684341342170671,0.11819939243302954,0.35501242750621376,0.573445871306269,0.455
SF_ZM_BR,3,0.3750627040863037,12.784382581710815,0.99167,0.70885,0.41111,0.18644,41.037065744400024,37.739734172821045,37.57849669456482,44.29234719276428,43.175281047821045,150.26912212371826,0.9373101353217344,0.07836233084783209,0.12579397956365646,0.35142225904446284,0.571326981496824,0.447
SF_ZM_BR,3,0.30088233947753906,12.63259243965149,0.98819,0.70799,0.40269,0.18464,41.212154150009155,36.992985010147095,37.7149703502655,43.975587606430054,44.16945552825928,148.12598323822021,0.936067384700359,0.07270091135045567,0.10590996962165147,0.3530792598729633,0.5725161557580779,0.445
