name,method,time,all,bim,pgd,jsma,ead,fgsm
NBC,cam,88.87851667404175,0.6323805968277156,0.6786250139120966,0.6766250185901299,0.6399999856948853,0.5246250033378601,0.6421265602111816
SNAC,cam,86.64000582695007,0.6554272691719234,0.6937499905470759,0.6936249785358086,0.6653749942779541,0.562125027179718,0.6623311042785645
NAC,cam,89.19354891777039,0.6207570354454219,0.6602499748114496,0.6614999823505059,0.6320000290870667,0.5264999866485596,0.6235635876655579
TKNC,cam,86.92163109779358,0.6485382835380733,0.6973750258330256,0.6988750152522698,0.6481249928474426,0.5350000262260437,0.6634675860404968
LSC,cam,88.76313424110413,0.6324056307785213,0.6802500153426081,0.6793749980861321,0.6455000042915344,0.5205000042915344,0.6364439725875854
DeepSpace,cam,88.4749505519867,0.6827325145713985,0.7228750253561884,0.7246249966556206,0.6990000009536743,0.5824999809265137,0.6846824288368225
Random,ALL,88.66858458518982,0.634810499381274,0.6820000077132136,0.6838750295573846,0.6365000009536743,0.518625020980835,0.6532390713691711
