label,cov_rate_0,cov_rate_1,cov_rate_2,cov_rate_3
0.0,0.8888888888888888,0.5190972222222222,0.20225694444444445,0.08875868055555555
1.0,0.8333333333333334,0.4826388888888889,0.22265625,0.11328125
2.0,0.9444444444444444,0.5555555555555556,0.23524305555555555,0.11067708333333333
3.0,0.8888888888888888,0.5798611111111112,0.2651909722222222,0.12217881944444445
4.0,0.9444444444444444,0.5451388888888888,0.2478298611111111,0.11675347222222222
5.0,0.9444444444444444,0.5486111111111112,0.24696180555555555,0.1042751736111111
6.0,0.9375,0.5711805555555556,0.2265625,0.103515625
7.0,0.9444444444444444,0.5520833333333334,0.2734375,0.11664496527777778
8.0,1.0,0.65625,0.3020833333333333,0.1362847222222222
9.0,0.8819444444444444,0.5711805555555556,0.2860243055555556,0.13270399305555555
