comb_num,data_select_time,sp_time,sp_c_1,sp_c_2,sp_c_3,sp_c_4,nac_time,nbc_time,snac_time,kmnc_time,tknc_time,lsc_time,cov_nac,cov_nbc,cov_snac,cov_tknc,cov_kmnc,cov_lsc
0,0.0,33.76777672767639,0.98819,0.76736,0.46875,0.22896999999999998,96.23136281967165,365.76814198493963,362.5472538471222,382.6296350955963,99.4794545173645,525.7004208564758,0.9125932062966032,0.12896989781828225,0.2209334438000552,0.2325324495995581,0.6365506766086716,0.915
1,0.5133374691009521,32.52071709632874,0.9877779999999999,0.7908000000000001,0.49810800000000005,0.255996,85.60227904319763,82.24756622314453,81.17673931121826,98.5742727279663,90.5356810092926,405.251407623291,0.9122341894504281,0.12343275338304335,0.21110190555095273,0.23380281690140844,0.6340045291355979,0.9189999999999999
2,0.6592614650726318,32.0290602684021,0.9865280000000001,0.792638,0.4991159999999999,0.262212,87.57794699668884,85.15873188972473,84.77723441123962,101.50005798339843,94.3853816986084,438.6675109386444,0.9122894228113783,0.12120961060480528,0.2075117370892019,0.2328362330847832,0.6316009942004971,0.9164
3,0.7883782386779785,32.350145196914674,0.9938880000000001,0.8,0.50922,0.275814,91.97959938049317,87.89875431060791,88.23943328857422,105.32991261482239,99.71317534446716,569.8485836029053,0.9123998895332781,0.11935929301297983,0.2051090858878763,0.2344380005523336,0.628973377520022,0.9179999999999999
4,0.9226558208465576,32.32554979324341,0.995692,0.824234,0.550096,0.31104000000000004,91.56199173927307,91.32760238647461,91.64430732727051,108.0521047592163,100.51724886894226,558.0901941299438,0.9135321734327533,0.11873791770229217,0.2061585197459265,0.23482463407898369,0.625969704501519,0.9234
5,1.089947509765625,32.182589864730836,0.99875,0.828784,0.554366,0.32383399999999996,85.0799732208252,80.53789772987366,80.52440185546875,97.38656539916992,90.33119621276856,450.3161141395569,0.9144435238884286,0.1423501795084231,0.25078707539353773,0.23985086992543497,0.6259100248550123,0.9087999999999999
