name,rate,t_collection,cam_t_selection,cam_max,ctm_t_selection
NBC,,658.3396022319794,5134.3243708610535,1308,
SNAC,,658.3396022319794,2744.8855044841766,1172,
NAC,,337.5618643760681,381.0131115913391,215,
TKNC,,362.02609157562256,3950.482985973358,923,
LSC,,3478.3030512332916,0.1342780590057373,937,
DeepSpace_cam,0.5027669270833334,0.0,128.860698223114,6837,
