label,cov_rate_0,cov_rate_1,cov_rate_2,cov_rate_3
0.0,0.9930555555555556,0.6614583333333334,0.3532986111111111,0.14518229166666666
1.0,0.8819444444444444,0.5920138888888888,0.3181423611111111,0.13270399305555555
2.0,1.0,0.734375,0.3780381944444444,0.16514756944444445
3.0,1.0,0.6979166666666666,0.3567708333333333,0.1527777777777778
4.0,0.9444444444444444,0.5711805555555556,0.3289930555555556,0.1349826388888889
5.0,1.0,0.7430555555555556,0.3763020833333333,0.1589626736111111
6.0,0.8888888888888888,0.6423611111111112,0.3407118055555556,0.14051649305555555
7.0,0.8333333333333334,0.5920138888888888,0.3493923611111111,0.15950520833333334
8.0,1.0,0.7517361111111112,0.3732638888888889,0.15755208333333334
9.0,1.0,0.7604166666666666,0.4418402777777778,0.20572916666666666
