name,method,time,all,ORI,SF,ZM,BR,RT,NS,BL,SR
NBC,cam,92.04941391944885,0.026674985885620117,0.029000043869018555,0.0209999680519104,0.020799994468688965,0.01260000467300415,0.021399974822998047,0.03539997339248657,0.038999974727630615,0.03419995307922363
SNAC,cam,93.3901035785675,0.02747499942779541,0.031599998474121094,0.025399982929229736,0.02120000123977661,0.017000019550323486,0.01840001344680786,0.02920001745223999,0.032199978828430176,0.044799983501434326
NAC,cam,91.44627356529236,0.025799989700317383,0.03200000524520874,0.024599969387054443,0.02379995584487915,0.010200023651123047,0.019800007343292236,0.036199986934661865,0.033399999141693115,0.026399970054626465
TKNC,cam,94.56783556938171,0.030324995517730713,0.03800004720687866,0.023599982261657715,0.02499997615814209,0.018800020217895508,0.024599969387054443,0.03519999980926514,0.03240001201629639,0.04499995708465576
LSC,cam,93.00490117073059,0.030224978923797607,0.02740001678466797,0.02619999647140503,0.029799997806549072,0.017199993133544922,0.024599969387054443,0.033399999141693115,0.03679996728897095,0.04639995098114014
DeepSpace,cam,94.02512526512146,0.0347750186920166,0.042600035667419434,0.01919996738433838,0.02379995584487915,0.021600008010864258,0.029999971389770508,0.040199995040893555,0.042999982833862305,0.05779999494552612
Random,ALL,94.34229445457458,0.03297501802444458,0.03380000591278076,0.026600003242492676,0.03200000524520874,0.019599974155426025,0.028199970722198486,0.038999974727630615,0.03819996118545532,0.04639995098114014
