name,rate,t_collection,cam_t_selection,cam_max,ctm_t_selection
NBC,,303.6769118309021,1591.7286880016327,982,
SNAC,,303.6769118309021,756.8903737068176,839,
NAC,,158.77799034118652,123.91758918762207,169,
TKNC,,145.22223448753357,2299.7515637874603,1150,
LSC,,536.8506660461426,0.030869722366333008,579,
DeepSpace_cam,0.384375,0.0,62.0521194934845,4365,
